ID;NOMBRE;TIPO_C;COMUNA;BARRIO;CATEGORIA;TIPOLOGIA;LONG;FECHA;LIM_COM;LIM_BARRIO
406;CUBA;CALLE;COMUNA 13;NU├æEZ;CICLOVIA;BIDIRECCIONAL;0,23575954735;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
407;AZCUENAGA;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;0,31380359474;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
408;ALVEAR, MARCELO T. DE;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;0,38884538124;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
409;TUCUMAN;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,51976637430;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
410;TUCUMAN;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,19775250287;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
411;DON BOSCO;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;0,00017331315;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
412;CONSTITUCION;CALLE;COMUNA 3;SAN CRISTOBAL;CICLOVIA;BIDIRECCIONAL;0,30135471851;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
413;DEAN FUNES;CALLE;COMUNA 3;SAN CRISTOBAL;CICLOVIA;BIDIRECCIONAL;0,26568963875;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
414;DON BOSCO;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;0,12639520919;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
415;VERA PE├æALOZA, ROSARIO;CALLE;COMUNA 1;PUERTO MADERO;BICISENDA;BIDIRECCIONAL;0,06530184120;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
416;SUIPACHA;CALLE;COMUNA 1;SAN NICOLAS;CICLOVIA;BIDIRECCIONAL;0,25417171556;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
417;TACUARI;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,44901516383;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
418;TACUARI;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,06671712292;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
419;ECUADOR;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,42153395622;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
420;ESTADO PLURINACIONAL DE BOLIVIA;CALLE;COMUNA 12;VILLA PUEYRREDON;CICLOVIA;BIDIRECCIONAL;0,09905043477;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
421;11 DE SEPTIEMBRE DE 1888;CALLE;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,25757992268;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
422;FRAGATA PRES. SARMIENTO;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,25806045599;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
423;OBLIGADO RAFAEL, AVENIDA COSTANERA;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,73921544845;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
424;AMENABAR;CALLE;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,46892024463;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
425;ZAVALIA;CALLE;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,15765514943;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
426;GARAY, JUAN DE AV.;AVENIDA;COMUNA 1;SAN TELMO;CICLOVIA;BIDIRECCIONAL;0,07627441316;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
427;ALBERTI;CALLE;COMUNA 4;PARQUE PATRICIOS;CICLOVIA;BIDIRECCIONAL;0,12964893539;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
428;VERTIZ, VIRREY AV.;AVENIDA;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,09169869608;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
429;DEL LIBERTADOR AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,22228696515;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
430;ALVAREZ, JULIAN;CALLE;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,34649477767;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
431;OBLIGADO RAFAEL, AVENIDA COSTANERA;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,20965912921;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
432;SASTRE, MARCOS;CALLE;COMUNA 10;VERSAILLES;CICLOVIA;BIDIRECCIONAL;0,17704421549;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
433;PRIMERA JUNTA;CALLE;COMUNA 7;FLORES;CICLOVIA;BIDIRECCIONAL;0,24759847510;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
434;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL);SENDERO;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,08864324287;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
435;DORREGO;CALLE;COMUNA 13;COLEGIALES;CICLOVIA;BIDIRECCIONAL;0,03133117031;2012;COMUNA 13/COMUNA 14;COLEGIALES/PALERMO
436;DORREGO AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,71406040891;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
437;ROSALES AV.;SENDERO;COMUNA 1;SAN NICOLAS;BICISENDA;BIDIRECCIONAL;0,10976504883;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
438;PASEO COLON AV.;AVENIDA;COMUNA 1;SAN TELMO;BICISENDA;BIDIRECCIONAL;0,12512816478;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
439;ALCORTA, AMANCIO AV.;CALLE;COMUNA 4;BARRACAS;BICISENDA;BIDIRECCIONAL;0,02638331745;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
440;CASEROS AV.;AVENIDA;COMUNA 1;BARRACAS;CICLOVIA;BIDIRECCIONA;0,03707052956;2015;COMUNA 1/COMUNA 4;BARRACAS/CONSTITUCION
441;VERTIZ, VIRREY AV.;AVENIDA;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,24857765005;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
442;DEL LIBERTADOR AV.;AVENIDA;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,29872796603;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
443;DEL LIBERTADOR AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,15684839539;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
444;DEL LIBERTADOR AV.;AVENIDA;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,37636209774;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
445;CORRIENTES AV.;AVENIDA;COMUNA 15;VILLA CRESPO;CICLOVIA;UNIDIRECCIONAL;0,01591794345;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
446;WARNES AV.;AVENIDA;COMUNA 15;CHACARITA;CICLOVIA;BIDIRECCIONAL;0,00642036422;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
447;CUCHA CUCHA;CALLE;COMUNA 15;VILLA CRESPO;CICLOVIA;BIDIRECCIONAL;0,36285235689;2016;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
448;JUSTO, JUAN B. AV.;AVENIDA;COMUNA 15;VILLA CRESPO;CICLOVIA;BIDIRECCIONAL;0,00794433257;2016;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
449;CORRIENTES AV.;AVENIDA;COMUNA 15;VILLA CRESPO;CICLOVIA;UNIDIRECCIONAL;0,39144404786;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
450;DEL LIBERTADOR AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,33465956198;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
451;DEL LIBERTADOR AV.;AVENIDA;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,30667929054;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
452;LA PAMPA;CALLE;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,08014775298;2013;COMUNA 13/COMUNA 15;BELGRANO/VILLA ORTUZAR
453;LINIERS VIRREY;CALLE;COMUNA 5;ALMAGRO;CICLOVIA;BIDIRECCIONAL;1,12269355409;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
454;LOYOLA;CALLE;COMUNA 15;CHACARITA;CICLOVIA;BIDIRECCIONAL;0,54661134005;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
455;CORRIENTES AV.;AVENIDA;COMUNA 15;CHACARITA;CICLOVIA;UNIDIRECCIONAL;0,98830275819;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
456;SUPERI;CALLE;COMUNA 12;COGHLAN;CICLOVIA;BIDIRECCIONAL;0,33592125422;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
457;PEDRAZA, MANUELA;CALLE;COMUNA 12;COGHLAN;CICLOVIA;BIDIRECCIONAL;0,12612671552;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
458;SUPERI;CALLE;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,38177196255;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
459;AMENABAR;CALLE;COMUNA 13;COLEGIALES;CICLOVIA;BIDIRECCIONAL;0,16853110918;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
460;BILBAO, FRANSISCO;CALLE;COMUNA 7;FLORES;CICLOVIA;BIDIRECCIONAL;0,11183638195;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
461;POLA;CALLE;COMUNA 9;LINIERS;CICLOVIA;BIDIRECCIONAL;1,03741432619;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
462;CEVALLOS, VIRREY;CALLE;COMUNA 1;CONSTITUCION;CICLOVIA;BIDIRECCIONAL;0,91263440531;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
463;TACUARI;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,51113473781;2016;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
464;CHIVILCOY;CALLE;COMUNA 10;MONTECASTRO;CICLOVIA;BIDIRECCIONAL;1,14063591049;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
465;AMENABAR;CALLE;COMUNA 13;NU├æEZ;CICLOVIA;BIDIRECCIONAL;0,88992523075;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
466;RODO, JOSE E.;CALLE;COMUNA 9;PARQUE AVELLANEDA;CICLOVIA;BIDIRECCIONAL;0,80002894514;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
467;BALBASTRO;CALLE;COMUNA 7;PARQUE CHACABUCO;CICLOVIA;BIDIRECCIONAL;0,22887591020;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
468;USPALLATA;CALLE;COMUNA 4;BARRACAS;CICLOVIA;BIDIRECCIONAL;0,27089685899;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
469;PEPIRI;CALLE;COMUNA 4;POMPEYA;CICLOVIA;BIDIRECCIONAL;0,43661458573;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
470;SAN MART├ìN;CALLE;COMUNA 1;RETIRO;CICLOVIA;BIDIRECCIONAL;0,39569411887;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
471;SUIPACHA;CALLE;COMUNA 1;RETIRO;CICLOVIA;BIDIRECCIONAL;0,41574742331;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
472;DEAN FUNES;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,18029866323;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
473;RINCON;CALLE;COMUNA 3;SAN CRISTOBAL;CICLOVIA;BIDIRECCIONAL;0,51361129069;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
474;COMBATE DE LOS POZOS;CALLE;COMUNA 3;SAN CRISTOBAL;CICLOVIA;BIDIRECCIONAL;0,01393359806;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
475;AZOPARDO;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,37537213080;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
476;GONZALEZ, ELPIDIO;CALLE;COMUNA 10;VERSAILLES;CICLOVIA;BIDIRECCIONAL;0,19461175106;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
477;CUCHA CUCHA;CALLE;COMUNA 15;VILLA CRESPO;CICLOVIA;BIDIRECCIONAL;0,18968191630;2016;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
478;GARCIA, JUAN AGUSTIN;CALLE;COMUNA 11;VILLA GENERAL MITRE;CICLOVIA;BIDIRECCIONAL;0,92408082821;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
479;DIAZ, CESAR, GRAL.;CALLE;COMUNA 11;VILLA GENERAL MITRE;CICLOVIA;BIDIRECCIONAL;0,27613994661;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
480;GONZALEZ, ELPIDIO;CALLE;COMUNA 10;VILLA LURO;CICLOVIA;BIDIRECCIONAL;0,63578300008;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
481;LA PAMPA;CALLE;COMUNA 12;VILLA URQUIZA;CICLOVIA;BIDIRECCIONAL;1,02188709225;2013;COMUNA 12/COMUNA 15;VILLA URQUIZA/PARQUE CHAS
482;MILLER;CALLE;COMUNA 12;VILLA URQUIZA;CICLOVIA;BIDIRECCIONAL;1,38942255145;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
483;UDAONDO, GUILLERMO AV.;AVENIDA;COMUNA 13;NU├æEZ;BICISENDA;BIDIRECCIONAL;0,13892873623;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
484;CORDOBA AV.;AVENIDA;COMUNA 15;CHACARITA;CICLOVIA;UNIDIRECCIONAL;0,73992328372;2020;COMUNA 15/COMUNA 14;CHACARITA/PALERMO
485;CHILE;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;UNIDIRECCIONAL;0,26566069930;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
486;GARAY, JUAN DE AV.;AVENIDA;COMUNA 4;PARQUE PATRICIOS;CICLOVIA;BIDIRECCIONAL;0,20037376620;2011;COMUNA 4/COMUNA 3;PARQUE PATRICIOS/SAN CRISTOBAL
487;ROCA, CNEL.;AVENIDA;COMUNA 8;VILLA SOLDATI;BICISENDA;BIDIRECCIONAL;0,07199848295;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;VILLA SOLDATI/VILLA LUGANO
488;ROCA, CNEL.;AVENIDA;COMUNA 8;VILLA SOLDATI;BICISENDA;BIDIRECCIONAL;0,05466351661;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;VILLA SOLDATI/VILLA RIACHUELO
489;LA RABIDA  AV.;AVENIDA;COMUNA 1;MONSERRAT;BICISENDA;BIDIRECCIONAL;0,43605541166;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
490;AZOPARDO;CALLE;COMUNA 1;MONSERRAT;BICISENDA;BIDIRECCIONAL;0,14039382142;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
491;CCK;SENDERO;COMUNA 1;SAN NICOLAS;BICISENDA;BIDIRECCIONAL;0,09859954707;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
492;TRINIDAD GUEVARA;CALLE;COMUNA 1;PUERTO MADERO;CICLOVIA;BIDIRECCIONAL;0,08743144761;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
493;BOUCHARD;SENDERO;COMUNA 1;SAN NICOLAS;BICISENDA;BIDIRECCIONAL;0,14787003767;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
494;BOUCHARD;SENDERO;COMUNA 1;SAN NICOLAS;BICISENDA;BIDIRECCIONAL;0,11360035452;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
495;EJE N (ex cont. PERETTE);CALLE;COMUNA 1;RETIRO;CICLOVIA;BIDIRECCIONAL;0,17220960583;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
496;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL);SENDERO;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,44206041632;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
497;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL);SENDERO;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,08923964317;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
498;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL);SENDERO;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,14449651638;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
499;AZOPARDO;SENDERO;COMUNA 1;MONSERRAT;BICISENDA;BIDIRECCIONAL;0,24348734496;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
500;COMPLEJO PARQUE DE LOS NI├æOS (SIN NOMBRE OFICIAL);CALLE;COMUNA 13;NU├æEZ;BICISENDA;BIDIRECCIONAL;0,36083700391;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
501;FIGUEROA ALCORTA PRES. AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,45429173655;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
502;CAMINO DE SIRGA;CALLE;COMUNA 4;POMPEYA;CICLOVIA;BIDIRECCIONAL;0,47721480722;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
503;DEL LIBERTADOR AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,23323136782;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
504;SARMIENTO AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,13073805658;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
505;COLECTORA CANTILO, Int.;CALLE;COMUNA 13;NU├æEZ;BICISENDA;BIDIRECCIONAL;0,03886538421;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
506;COLECTORA CANTILO, Int.;CALLE;COMUNA 13;NU├æEZ;BICISENDA;BIDIRECCIONAL;0,15755140362;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
507;COLECTORA CANTILO, Int.;CALLE;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,84957472780;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
508;COLECTORA CANTILO, Int.;CALLE;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,10920300667;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
509;COLECTORA CANTILO, Int.;CALLE;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,03093603340;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
510;COLECTORA CANTILO, Int.;CALLE;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,03365497922;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
511;EREZCANO;CALLE;COMUNA 4;POMPEYA;BICISENDA;BIDIRECCIONAL;0,39782594128;2021;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
